count_id,count_date,location_name,latitude,longitude,leg_type,active_approaches,missing_approaches,north_present,east_present,south_present,west_present,intervals_in_count,total_vehicle_day,total_pedestrian_day,total_bike_day,avg_vehicle_per_15min,peak_hour_start,peak_hour_vehicle,north_vehicle_day,east_vehicle_day,south_vehicle_day,west_vehicle_day,left_turn_vehicle_day,through_vehicle_day,right_turn_vehicle_day
39337,2020-01-08,Erindale Ave / Broadview Ave / Broadview Subway Station Parkette Trl,43.6775208346087,-79.3586523529059,3_leg,"N,E,S",W,1,1,1,0,32,8071,3040,42,252.219,2020-01-08 17:00,1200,3623,629,3819,0,672,6680,719
39339,2020-01-22,Islington Ave / Market Garden Mews,43.6229026262144,-79.5144458594849,3_leg,"N,E,S",W,1,1,1,0,32,19243,82,2,601.344,2020-01-22 08:00,2843,9501,89,9653,0,0,18264,979
39341,2020-01-14,Indian Valley Cres / Indian Grv,43.6512003581722,-79.4570868491097,3_leg,"N,S,W",E,1,0,1,1,32,516,29,4,16.125,2020-01-14 08:00,135,164,0,139,213,73,239,204
39343,2020-01-15,St John's Rd / Brookside Ave,43.6614517348845,-79.4921372213205,3_leg,"N,E,W",S,1,1,0,1,32,864,450,5,27.0,2020-01-15 08:00,231,181,392,0,291,225,465,174
39471,2020-01-28,Lascelles Blvd / Gormley Ave,43.6942783903337,-79.3992065761766,3_leg,"N,E,W",S,1,1,0,1,32,328,146,3,10.25,2020-01-28 17:00,64,76,104,0,148,78,197,53
39473,2020-01-30,Wicksteed Ave / Leslie St,43.7128463763755,-79.3506191254911,4_leg,"N,E,S,W",,1,1,1,1,32,4540,64,4,141.875,2020-01-30 17:00,755,808,1953,71,1708,835,2675,1030
39475,2020-02-05,Cheritan Ave / Duplex Ave,43.7227270014233,-79.4049457848502,4_leg,"N,E,S,W",,1,1,1,1,32,4272,396,16,133.5,2020-02-05 08:00,712,1919,196,1905,252,373,3488,411
39477,2020-01-15,Somerset Ave / Geary Ave,43.6711989427194,-79.4307588142145,3_leg,"N,E,W",S,1,1,0,1,32,1573,21,59,49.156,2020-01-15 17:00,285,32,616,0,925,130,1328,115
39479,2020-01-15,Geary Ave / Delaware Ave N,43.670949855184,-79.4319533703381,3_leg,"N,E,W",S,1,1,0,1,32,1565,145,65,48.906,2020-01-15 17:00,276,26,537,0,1002,100,1392,73
39481,2020-01-15,Geary Ave / Westmoreland Ave N,43.670463251101,-79.434368184147,2_leg_EW,"E,W","N,S",0,1,0,1,32,2966,35,57,92.688,2020-01-15 08:00,513,0,1229,0,1737,136,2708,122
39483,2020-01-15,Geary Ave / Salem Ave N / Hydro Corridor,43.67021400876,-79.4355786457296,3_leg,"N,E,W",S,1,1,0,1,32,3008,41,56,94.0,2020-01-15 08:00,502,296,1120,0,1592,146,2712,150
39485,2020-01-15,Geary Ave / Bartlett Ave N,43.6699655999076,-79.4367894560363,4_leg,"N,E,S,W",,1,1,1,1,32,3434,442,54,107.312,2020-01-15 08:00,598,19,1266,225,1924,369,2602,463
39487,2020-01-15,Bristol Ave / Geary Ave,43.6697206492729,-79.4380436918511,3_leg,"N,E,W",S,1,1,0,1,32,3186,294,31,99.562,2020-01-15 08:00,584,335,1073,0,1778,234,2791,161
39489,2020-01-15,Lightbourn Ave / Geary Ave,43.6689796205375,-79.4423030287589,3_leg,"N,E,W",S,1,1,0,1,32,793,95,6,24.781,2020-01-15 16:00,137,280,380,0,133,270,178,345
39491,2020-01-15,Ossington Ave / Geary Ave,43.6714341642127,-79.4295926624469,4_leg,"N,E,S,W",,1,1,1,1,32,6680,264,55,208.75,2020-01-15 08:00,1063,2639,211,2993,837,620,5188,872
39493,2020-01-15,Dovercourt Rd / Geary Ave,43.6707094705104,-79.4331514659318,4_leg,"N,E,S,W",,1,1,1,1,32,7043,408,79,220.094,2020-01-15 08:00,1108,2527,482,2419,1615,917,4871,1255
39495,2020-01-15,Dufferin St / Geary Ave,43.6694244280439,-79.4394275664324,4_leg,"N,E,S,W",,1,1,1,1,32,14734,585,48,460.438,2020-01-15 17:00,2473,7371,1155,5877,331,1732,11495,1507
39655,2020-03-10,Weston Rd / John St,43.7006005259821,-79.5177904293,3_leg,"N,E,S",W,1,1,1,0,32,7388,1966,14,230.875,2020-03-10 17:00,1155,3796,476,3116,0,485,6399,504
39555,2020-02-11,Cummer Ave / Fleming Dr,43.7940780066153,-79.3858861806395,3_leg,"N,E,W",S,1,1,0,1,32,4609,42,2,144.031,2020-02-11 17:00,819,137,2285,0,2187,122,4390,97
39557,2020-02-06,Bloor St W / Oakmount Rd,43.6541996708418,-79.4623409357521,3_leg,"N,E,W",S,1,1,0,1,32,10978,681,33,343.062,2020-02-06 17:00,1879,352,5004,0,5622,329,10249,400
39559,2020-02-06,Paulson Rd / Trethewey Dr,43.6937073727401,-79.4822456243512,3_leg,"N,E,W",S,1,1,0,1,32,7998,120,1,249.938,2020-02-06 17:00,1334,56,3457,0,4485,239,4282,3477
39561,2020-02-06,Reiner Rd / Faywood Blvd,43.7497081690143,-79.4502559551657,4_leg,"N,E,S,W",,1,1,1,1,32,3534,89,0,110.438,2020-02-06 08:00,710,1172,424,1322,616,410,2727,397
39563,2020-02-11,Avenue Rd / Avenue Rd N / Hwy 401 Collectors E Avenue Rd Ramp / Hwy 401 Collectors E Busway,43.7412258014006,-79.4222201302703,3_leg,"N,S,W",E,1,0,1,1,32,25357,21,1,792.406,2020-02-11 08:00,3868,7094,0,12245,6018,691,12983,11683
39567,2020-02-11,Dundas St W / Elizabeth St,43.6554122167551,-79.3851894884453,4_leg,"N,E,S,W",,1,1,1,1,32,10213,5810,472,319.156,2020-02-11 08:00,1425,814,5148,325,3926,856,8591,766
39575,2020-02-12,Arrow Rd / Deerhide Cres (North),43.749487873219,-79.532792354308,3_leg,"N,S,W",E,1,0,1,1,32,8463,49,3,264.469,2020-02-12 16:00,1343,3865,0,4162,436,447,7554,462
39577,2020-01-22,Keele St / Irving Rd,43.6929951669868,-79.474508286214,3_leg,"N,S,W",E,1,0,1,1,32,8247,126,2,257.719,2020-01-22 08:00,1214,2988,0,4238,1021,1858,5888,501
39581,2020-01-23,Quebec Ave / Annette St,43.66253228947,-79.4708346441224,4_leg,"N,E,S,W",,1,1,1,1,32,6780,842,130,211.875,2020-01-23 08:00,1099,282,2891,282,3325,472,5770,538
39591,2020-02-11,Cecil St / Beverley St,43.6569639165242,-79.3951210587349,4_leg,"N,E,S,W",,1,1,1,1,32,5043,2573,810,157.594,2020-02-11 17:00,742,1867,428,2159,589,657,3851,535
39597,2020-02-13,Don Mills Rd / Overlea Blvd / Gateway Blvd,43.7099964553998,-79.3343949847785,4_leg,"N,E,S,W",,1,1,1,1,32,28914,4297,2,903.562,2020-02-13 17:00,4432,9680,3790,7776,7668,6449,14994,7471
39599,2020-01-15,Replin Rd / Flemington Rd,43.7194858132015,-79.4439096019645,4_leg,"N,E,S,W",,1,1,1,1,32,2906,1033,11,90.812,2020-01-15 17:00,599,102,696,379,1729,397,2023,486
39603,2020-02-19,Queen St W / Dufferin St,43.6422176567709,-79.4286136839455,4_leg,"N,E,S,W",,1,1,1,1,32,14875,4295,207,464.844,2020-02-19 17:00,2291,3406,3472,4457,3540,2117,10797,1961
39605,2020-02-19,Peel Ave / Dufferin St,43.6437922308214,-79.4291925219744,3_leg,"N,E,S",W,1,1,1,0,32,8576,273,69,268.0,2020-02-19 17:00,1372,3636,1059,3881,0,771,6906,899
39607,2020-01-15,Finch Ave W / Arrow Rd / Signet Dr,43.7532996808539,-79.5362311664098,4_leg,"N,E,S,W",,1,1,1,1,32,31909,357,5,997.156,2020-01-15 16:00,4701,5158,12978,5175,8598,5525,20613,5771
39609,2020-02-19,Don Roadway / DVP / Lake Shore Blvd E,43.650949407802,-79.3468906201078,4_leg,"N,E,S,W",,1,1,1,1,32,13650,88,179,426.562,2020-02-19 08:00,2114,3863,5430,1800,2557,2070,8057,3523
39611,2020-02-13,Victoria Park Ave / Shale Ridge Crt / Musgrave St,43.6879445920331,-79.2870042830792,4_leg,"N,E,S,W",,1,1,1,1,32,12909,970,11,403.406,2020-02-13 17:00,2059,5519,1119,4909,1362,2256,8140,2513
39613,2020-02-13,Gerrard St E / Leslie St,43.6698194739841,-79.3330534122939,4_leg,"N,E,S,W",,1,1,1,1,32,6791,1425,71,212.219,2020-02-13 08:00,1138,140,3477,464,2710,311,6088,392
39615,2020-02-13,Hwy 401 Collectors E Leslie St Ramp / Hwy 401 Collectors E Ramp / Leslie N / Leslie St / Lesmill Rd,43.7637438584497,-79.3619192599108,4_leg,"N,E,S,W",,1,1,1,1,32,37880,111,2,1183.75,2020-02-13 08:00,7027,10576,5536,12159,9609,5507,22212,10161
39623,2020-01-23,Bloor St W / Kennedy Park Rd,43.6521283275136,-79.4717900139881,3_leg,"N,E,W",S,1,1,0,1,32,11824,1604,50,369.5,2020-01-23 17:00,1949,150,5965,0,5709,134,10430,1260
39625,2020-01-15,Four Winds Dr / Columbia Gt,43.765271510418,-79.4936805764942,3_leg,"N,E,W",S,1,1,0,1,32,1860,104,15,58.125,2020-01-15 17:00,320,218,680,0,962,219,1470,171
39641,2020-02-11,Lismore Rd / Old Forest Hill Rd,43.6955944523684,-79.4110514591137,3_leg,"N,E,W",S,1,1,0,1,32,2068,29,12,64.625,2020-02-11 16:00,336,51,1236,0,781,52,1972,44
39643,2020-01-23,Vine Ave / Mc Murray Ave,43.6665279350105,-79.4714615939787,3_leg,"N,E,S",W,1,1,1,0,32,730,95,3,22.812,2020-01-23 14:00,109,31,408,291,0,410,33,287
39645,2020-01-23,Pacific Ave / Vine Ave,43.6666136134895,-79.4686250413062,3_leg,"E,S,W",N,0,1,1,1,32,1810,745,20,56.562,2020-01-23 14:00,278,0,979,480,351,871,460,479
39647,2020-02-13,Woodbine Ave / Lumsden Ave / Mortimer Ave,43.6928050391748,-79.3158555001513,4_leg,"N,E,S,W",,1,1,1,1,32,14629,724,25,457.156,2020-02-13 17:00,2452,4081,3214,4642,2692,1798,11089,1742
39657,2020-03-10,Lawrence Ave W / South Station St,43.7003548421998,-79.5153239757497,4_leg,"N,E,S,W",,1,1,1,1,32,10833,592,6,338.531,2020-03-10 16:00,1646,501,5064,21,5247,552,9642,639
39661,2020-02-05,Finch Ave W / Glenborough Park Cres (East),43.7759554329635,-79.4327292648936,3_leg,"N,E,W",S,1,1,0,1,32,16135,100,2,504.219,2020-02-05 16:00,2421,63,8152,0,7920,56,16012,67
39687,2020-02-06,Dufferin St / Wallace Ave,43.663839132338,-79.437023226046,3_leg,"N,S,W",E,1,0,1,1,32,12285,535,24,383.906,2020-02-06 11:00,2124,5599,0,5991,695,768,10738,779
39689,2020-06-04,Gerrard St E / River St,43.6637074617658,-79.3592449540766,4_leg,"N,E,S,W",,1,1,1,1,32,10802,1445,1108,337.562,2020-06-04 16:00,1730,3530,2565,1816,2891,2566,5942,2294
39691,2020-06-03,Gerrard St E / River St,43.6637074617658,-79.3592449540766,4_leg,"N,E,S,W",,1,1,1,1,32,10721,1331,800,335.031,2020-06-03 16:00,1697,3468,2598,1852,2803,2727,5712,2282
39693,2020-06-03,Queen St E / River St,43.6573629392567,-79.3565247548089,4_leg,"N,E,S,W",,1,1,1,1,32,5432,1516,753,169.75,2020-06-03 16:00,859,1467,1190,923,1852,1137,3522,773
39695,2020-06-04,Queen St E / River St,43.6573629392567,-79.3565247548089,4_leg,"N,E,S,W",,1,1,1,1,32,5328,1474,987,166.5,2020-06-04 16:00,799,1380,1142,782,2024,980,3608,740
39697,2020-06-03,Queen St E / Broadview Ave,43.6588697433208,-79.3498290882523,4_leg,"N,E,S,W",,1,1,1,1,32,6591,3117,463,205.969,2020-06-03 16:00,983,1244,1769,1770,1808,1042,4393,1156
39699,2020-06-04,Queen St E / Broadview Ave,43.6588697433208,-79.3498290882523,4_leg,"N,E,S,W",,1,1,1,1,32,6572,3399,389,205.375,2020-06-04 17:00,1024,1249,1750,1721,1852,1007,4321,1244
39701,2020-06-03,Dundas St E / River St,43.6611980081027,-79.3581624400311,4_leg,"N,E,S,W",,1,1,1,1,32,11097,1329,844,346.781,2020-06-03 16:00,1779,2589,2254,2407,3847,1997,6734,2366
39703,2020-06-04,Dundas St E / River St,43.6611980081027,-79.3581624400311,4_leg,"N,E,S,W",,1,1,1,1,32,10961,1474,1188,342.531,2020-06-04 16:00,1671,2647,2244,2258,3812,1992,6771,2198
39705,2020-06-03,Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,4_leg,"N,E,S,W",,1,1,1,1,32,8403,1356,748,262.594,2020-06-03 16:00,1299,1236,3311,1445,2411,696,6585,1122
39707,2020-06-04,Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,4_leg,"N,E,S,W",,1,1,1,1,32,8172,1644,818,255.375,2020-06-04 17:00,1287,1227,3187,1369,2389,621,6410,1141
39709,2020-02-05,Sewells Rd / Hupfield Trl / Fawcett Trl,43.8145920312339,-79.2131926210994,4_leg,"N,E,S,W",,1,1,1,1,32,3119,91,2,97.469,2020-02-05 08:00,605,364,1272,259,1224,508,2091,520
39715,2020-02-06,Winona Dr / Mulberry Cres,43.6878179426864,-79.434938801662,2_leg_other,"N,W","E,S",1,0,0,1,32,900,243,1,28.125,2020-02-06 17:00,150,874,0,0,26,0,851,49
39717,2020-02-06,Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,3_leg,"E,S,W",N,0,1,1,1,32,8181,1457,185,255.656,2020-02-06 17:00,1122,0,3858,150,4173,323,7609,249
39723,2020-02-06,Bloor St W / Gladstone Ave (East),43.660198780947,-79.4338181201617,4_leg,"N,E,S,W",,1,1,1,1,32,9236,2571,115,288.625,2020-02-06 08:00,1385,413,3814,128,4881,327,8421,488
39727,2020-02-06,Bathurst St / Saranac Blvd,43.7230759931259,-79.4306624057805,3_leg,"N,S,W",E,1,0,1,1,32,17363,342,3,542.594,2020-02-06 07:00,3479,9586,0,7256,521,459,16334,570
39729,2020-03-11,Wilson Ave / Bathurst St,43.7373545066246,-79.4340053640963,4_leg,"N,E,S,W",,1,1,1,1,32,28497,4649,18,890.531,2020-03-11 17:00,4054,8546,5274,6837,7840,5453,18482,4562
39745,2020-02-11,Davenport Rd / Belmont St / New St,43.6747097416139,-79.3929234700231,4_leg,"N,E,S,W",,1,1,1,1,32,17908,1303,248,559.625,2020-02-11 17:00,2500,8945,3265,5594,104,3023,11633,3252
39747,2020-01-22,Rogers Rd / Scott Rd,43.6823239896556,-79.4691460222173,2_leg_EW,"E,W","N,S",0,1,0,1,32,11141,545,30,348.156,2020-01-22 17:00,1712,0,6330,0,4811,202,9916,1023
39751,2020-06-03,Eglinton Ave E / Midland Ave,43.7345306885802,-79.2581043075558,4_leg,"N,E,S,W",,1,1,1,1,32,13216,1035,48,413.0,2020-06-03 16:00,2157,3416,4055,2498,3247,2087,9284,1845
39753,2020-06-03,Danforth Rd / Eglinton Ave E,43.7370972916531,-79.2461640653853,4_leg,"N,E,S,W",,1,1,1,1,32,17485,1290,35,546.406,2020-06-03 16:00,2837,3779,5895,3515,4296,2470,12511,2504
39755,2020-06-03,Eglinton Ave E / McCowan Rd,43.738853081911,-79.238361641913,4_leg,"N,E,S,W",,1,1,1,1,32,13355,908,66,417.344,2020-06-03 17:00,2133,1208,5285,1719,5143,2065,9283,2007
39757,2020-06-03,Sheppard Ave W / Faywood Blvd / Wilmington Ave,43.7526883773162,-79.4519185815857,4_leg,"N,E,S,W",,1,1,1,1,32,13032,499,133,407.25,2020-06-03 17:00,2046,1346,5545,757,5384,1231,10497,1304
39759,2020-06-02,Wilmington Ave / Overbrook Pl,43.7628367944488,-79.4569216361381,4_leg,"N,E,S,W",,1,1,1,1,32,3151,302,187,98.469,2020-06-02 17:00,534,1152,375,1222,402,460,2175,516
39763,2020-03-12,Runnymede Rd / Ryding Ave (West),43.6679285857657,-79.4830887100834,4_leg,"N,E,S,W",,1,1,1,1,32,10215,394,98,319.219,2020-03-12 17:00,1626,4138,325,4752,1000,1225,7069,1921
39765,2020-03-03,Westhumber Blvd / Amoro Dr,43.7271221578331,-79.5784861897959,3_leg,"E,S,W",N,0,1,1,1,32,3361,153,6,105.031,2020-03-03 08:00,573,0,1664,126,1571,187,3031,143
39791,2020-02-12,Floyd Ave / Logan Ave,43.6864428186478,-79.352526827067,2_leg_other,"S,W","N,E",0,0,1,1,32,845,11,12,26.406,2020-02-12 17:00,174,0,0,777,68,123,722,0
39793,2020-05-28,Danforth Ave / Broadview Ave,43.6762023325774,-79.3588725672342,4_leg,"N,E,S,W",,1,1,1,1,32,14823,2945,717,463.219,2020-05-28 16:00,2199,2808,3960,2255,5800,2961,8576,3286
39795,2020-05-29,Danforth Ave / Broadview Ave,43.6762023325774,-79.3588725672342,4_leg,"N,E,S,W",,1,1,1,1,32,15439,3881,768,482.469,2020-05-29 16:00,2508,2888,4158,2432,5961,3111,9091,3237
39797,2020-02-11,Madison Ave / Macpherson Ave,43.6761221369325,-79.4063298357469,3_leg,"N,E,W",S,1,1,0,1,32,1070,211,24,33.438,2020-02-11 08:00,181,230,320,0,520,173,698,199
39799,2020-05-28,Danforth Ave / Logan Ave,43.6779922064885,-79.3496776491616,3_leg,"E,S,W",N,0,1,1,1,32,9373,2264,526,292.906,2020-05-28 16:00,1408,0,4127,1186,4060,543,8157,673
39801,2020-05-29,Danforth Ave / Logan Ave,43.6779922064885,-79.3496776491616,3_leg,"E,S,W",N,0,1,1,1,32,9677,3209,677,302.406,2020-05-29 17:00,1527,0,4317,1236,4124,610,8385,682
39803,2020-05-28,Pape Ave / Danforth Ave,43.6789519744257,-79.3448427955269,4_leg,"N,E,S,W",,1,1,1,1,32,12480,3769,465,390.0,2020-05-28 17:00,1791,2042,4303,2172,3963,1728,8717,2035
39805,2020-05-29,Pape Ave / Danforth Ave,43.6789519744257,-79.3448427955269,4_leg,"N,E,S,W",,1,1,1,1,32,14303,4858,552,446.969,2020-05-29 14:00,2815,2318,4684,2251,5050,1928,10161,2214
39807,2020-05-28,Danforth Ave / Jones Ave,43.6798746270727,-79.3401779386932,3_leg,"E,S,W",N,0,1,1,1,32,11295,1047,424,352.969,2020-05-28 17:00,1631,0,4921,1941,4433,1792,7520,1983
39809,2020-05-29,Danforth Ave / Jones Ave,43.6798746270727,-79.3401779386932,3_leg,"E,S,W",N,0,1,1,1,32,11932,1286,537,372.875,2020-05-29 16:00,1814,0,5506,1943,4483,1999,7961,1972
39811,2020-05-28,Danforth Ave / Donlands Ave,43.6804219194836,-79.3373154734821,3_leg,"N,E,W",S,1,1,0,1,32,11678,754,277,364.938,2020-05-28 16:00,1695,2262,4569,0,4847,1861,7368,2449
39813,2020-05-29,Danforth Ave / Donlands Ave,43.6804219194836,-79.3373154734821,3_leg,"N,E,W",S,1,1,0,1,32,12355,1131,420,386.094,2020-05-29 17:00,1924,2528,4651,0,5176,2037,7832,2486
39815,2020-05-28,Danforth Ave / Greenwood Ave,43.68146206447,-79.332373921666,4_leg,"N,E,S,W",,1,1,1,1,32,12745,1486,388,398.281,2020-05-28 17:00,1909,1597,4226,2276,4646,1588,9520,1637
39767,2020-03-05,Brimley Rd / St Andrews Rd / Applefield Dr,43.7621114185793,-79.2583598231106,4_leg,"N,E,S,W",,1,1,1,1,32,10755,101,3,336.094,2020-03-05 17:00,2115,6741,239,3717,58,281,10252,222
39769,2020-02-18,Ashtonbee Rd / Thermos Rd,43.7321129630575,-79.2824098015945,4_leg,"N,E,S,W",,1,1,1,1,32,8686,78,0,271.438,2020-02-18 16:00,1388,1248,2348,2008,3082,1494,5051,2141
39771,2020-02-25,Westhumber Blvd / Delsing Dr,43.72681829866,-79.5833000036704,3_leg,"E,S,W",N,0,1,1,1,32,3791,84,2,118.469,2020-02-25 08:00,668,0,1711,489,1591,376,2936,479
39773,2020-03-04,Brimwood Blvd / Sandhurst Crcl,43.8109567216209,-79.2709756343759,4_leg,"N,E,S,W",,1,1,1,1,32,6007,698,6,187.719,2020-03-04 08:00,1110,1801,1793,939,1474,1629,2443,1935
39775,2020-03-11,Scarborough Golf Club Rd / Bankwell Ave / Slan Ave,43.7732636699038,-79.2200726425321,4_leg,"N,E,S,W",,1,1,1,1,32,5835,90,2,182.344,2020-03-11 08:00,979,2533,343,2865,94,317,5185,333
39777,2020-03-12,Beechborough Ave / Glenhaven St,43.6952731589308,-79.4706747992994,4_leg,"N,E,S,W",,1,1,1,1,32,4035,67,14,126.094,2020-03-12 17:00,733,48,1710,122,2155,109,3795,131
39781,2020-06-03,Bayview Ave / River St,43.6658688964338,-79.3573549828705,3_leg,"N,S,W",E,1,0,1,1,32,8791,12,480,274.719,2020-06-03 16:00,1477,5155,0,1239,2397,2312,2896,3583
39843,2020-05-28,Danforth Ave / Dawes Rd,43.6893017300594,-79.2967909079414,4_leg,"N,E,S,W",,1,1,1,1,32,12078,2197,181,377.438,2020-05-28 17:00,1904,1591,4758,349,5380,1589,8844,1645
39845,2020-05-29,Danforth Ave / Dawes Rd,43.6893017300594,-79.2967909079414,4_leg,"N,E,S,W",,1,1,1,1,32,12703,2989,236,396.969,2020-05-29 16:00,2074,1708,4956,380,5659,1653,9263,1787
39847,2020-05-28,Danforth Ave / Victoria Park Ave,43.6912323377323,-79.2883586076965,4_leg,"N,E,S,W",,1,1,1,1,32,17815,2579,167,556.719,2020-05-28 17:00,2697,3127,5424,3900,5364,3028,11865,2922
39849,2020-05-29,Danforth Ave / Victoria Park Ave,43.6912323377323,-79.2883586076965,4_leg,"N,E,S,W",,1,1,1,1,32,18991,3478,264,593.469,2020-05-29 16:00,3078,3366,5868,4099,5658,3350,12652,2989
39851,2020-06-04,Broadview Ave / O'Connor Dr,43.6921582704136,-79.3557405312952,3_leg,"N,E,W",S,1,1,0,1,32,5123,261,283,160.094,2020-06-04 16:00,886,62,2572,0,2489,45,5033,45
39853,2020-06-05,Broadview Ave / O'Connor Dr,43.6921582704136,-79.3557405312952,3_leg,"N,E,W",S,1,1,0,1,32,5275,244,236,164.844,2020-06-05 16:00,866,61,2698,0,2516,60,5165,50
39817,2020-05-29,Danforth Ave / Greenwood Ave,43.68146206447,-79.332373921666,4_leg,"N,E,S,W",,1,1,1,1,32,13192,1950,487,412.25,2020-05-29 16:00,2115,1655,4496,2320,4721,1648,9838,1706
39819,2020-05-28,Danforth Ave / Coxwell Ave,43.6833660026581,-79.3236391763617,4_leg,"N,E,S,W",,1,1,1,1,32,13867,2343,335,433.344,2020-05-28 16:00,2020,2198,4723,2439,4507,1884,9962,2021
39821,2020-05-29,Danforth Ave / Coxwell Ave,43.6833660026581,-79.3236391763617,4_leg,"N,E,S,W",,1,1,1,1,32,14549,2280,387,454.656,2020-05-29 16:00,2223,2382,4948,2608,4611,1946,10369,2234
39823,2020-05-28,Woodbine Ave / Danforth Ave,43.6856848129056,-79.3127789581771,4_leg,"N,E,S,W",,1,1,1,1,32,16535,2455,309,516.719,2020-05-28 17:00,2425,3465,5287,3549,4234,2828,11132,2575
39825,2020-05-29,Woodbine Ave / Danforth Ave,43.6856848129056,-79.3127789581771,4_leg,"N,E,S,W",,1,1,1,1,32,17033,3193,444,532.281,2020-05-29 16:00,2627,3612,5403,3598,4420,2844,11510,2679
39827,2020-05-28,Danforth Ave / Main St,43.6881452806703,-79.3018314999925,4_leg,"N,E,S,W",,1,1,1,1,32,14649,3120,251,457.781,2020-05-28 16:00,2174,1314,5627,2568,5140,2107,9969,2573
39829,2020-05-29,Danforth Ave / Main St,43.6881452806703,-79.3018314999925,4_leg,"N,E,S,W",,1,1,1,1,32,15819,3910,357,494.344,2020-05-29 16:00,2544,1347,5736,2785,5951,2275,10880,2664
39831,2020-07-02,Westview Blvd / Dohme Ave,43.7100777056932,-79.3079009847075,3_leg,"N,E,W",S,1,1,0,1,32,577,64,44,18.031,2020-07-02 17:00,111,231,269,0,77,203,83,291
39833,2020-07-09,Westview Blvd / Joanith Dr,43.706823270643,-79.310294032592,3_leg,"N,E,S",W,1,1,1,0,32,256,45,16,8.0,2020-07-09 17:00,54,119,56,81,0,57,144,55
39835,2020-06-16,Sammon Ave / Dewhurst Blvd N / Aldwych Park Trl,43.6854834234097,-79.341444767716,3_leg,"N,E,W",S,1,1,0,1,32,427,133,137,13.344,2020-06-16 17:00,74,113,157,0,157,91,242,94
39897,2020-06-11,Bay St / Bloor St W,43.6697057879646,-79.3894814610709,4_leg,"N,E,S,W",,1,1,1,1,32,14334,12714,1581,447.938,2020-06-11 16:00,2088,2952,4207,3279,3896,2188,10573,1573
39783,2020-06-04,Bayview Ave / River St,43.6658688964338,-79.3573549828705,3_leg,"N,S,W",E,1,0,1,1,32,9104,3,459,284.5,2020-06-04 16:00,1475,5426,0,1305,2373,2281,3273,3550
39785,2020-06-03,Bayview Ave / Rosedale Valley Rd / Bayview Multi-Use Trail / Rosedale Valley Trl,43.670197700066,-79.3601523943113,3_leg,"N,S,W",E,1,0,1,1,32,15832,76,354,494.75,2020-06-03 16:00,2506,7271,0,3478,5083,4602,5900,5330
39789,2020-01-22,Jane St / Cornell Ave / Goldwin Ave,43.6892796540579,-79.5003816014409,4_leg,"N,E,S,W",,1,1,1,1,32,13630,170,7,425.938,2020-01-22 08:00,2140,6856,69,6506,199,339,12905,386
39787,2020-06-04,Bayview Ave / Rosedale Valley Rd / Bayview Multi-Use Trail / Rosedale Valley Trl,43.670197700066,-79.3601523943113,3_leg,"N,S,W",E,1,0,1,1,32,16043,105,488,501.344,2020-06-04 16:00,2500,7355,0,3409,5279,4774,5923,5346
39895,2020-02-11,Spadina Rd / Castle View Ave,43.6795424851773,-79.408993903692,2_leg_NS,"N,S","E,W",1,0,1,0,32,6436,73,35,201.125,2020-02-11 08:00,969,3013,0,3423,0,142,6197,97
39899,2020-06-09,Bay St / Bloor St W,43.6697057879646,-79.3894814610709,4_leg,"N,E,S,W",,1,1,1,1,32,14814,14767,1994,462.938,2020-06-09 17:00,2167,3027,4769,3399,3619,2277,10931,1606
39855,2020-05-28,O'Connor Dr / Coxwell Blvd / Coxwell Ave,43.6977673216365,-79.3294898810693,4_leg,"N,E,S,W",,1,1,1,1,32,18415,264,52,575.469,2020-05-28 14:00,2571,130,6941,3542,7802,3336,12240,2839
39857,2020-05-29,O'Connor Dr / Coxwell Blvd / Coxwell Ave,43.6977673216365,-79.3294898810693,4_leg,"N,E,S,W",,1,1,1,1,32,19678,300,70,614.938,2020-05-29 14:00,2908,194,7351,3820,8313,3604,13107,2967
39859,2020-06-04,Pottery Rd / Mortimer Ave / Broadview Ave,43.683931610767,-79.3569492909148,4_leg,"N,E,S,W",,1,1,1,1,32,12238,1616,1015,382.438,2020-06-04 16:00,2065,3490,2099,3390,3259,2059,7828,2351
39861,2020-06-05,Pottery Rd / Mortimer Ave / Broadview Ave,43.683931610767,-79.3569492909148,4_leg,"N,E,S,W",,1,1,1,1,32,12651,1401,500,395.344,2020-06-05 16:00,2047,3858,2068,3483,3242,2158,8111,2382
39863,2020-05-28,Coxwell Ave / Mortimer Ave,43.6905872240213,-79.3265744106517,4_leg,"N,E,S,W",,1,1,1,1,32,9996,858,123,312.375,2020-05-28 14:00,1523,2475,1757,3326,2438,1256,7436,1304
39837,2020-06-23,Sammon Ave / Linsmore Cres (West),43.6874285696282,-79.3321277060431,4_leg,"N,E,S,W",,1,1,1,1,32,563,210,139,17.594,2020-06-23 11:00,95,99,205,126,133,134,290,139
39839,2020-06-24,Sammon Ave / Durant Ave,43.6883851400642,-79.3277308887714,3_leg,"N,E,W",S,1,1,0,1,32,851,192,128,26.594,2020-06-24 14:00,123,183,492,0,176,90,668,93
39841,2020-06-30,Frankdale Ave / Sammon Ave,43.6866811466014,-79.3356773155866,3_leg,"E,S,W",N,0,1,1,1,32,512,168,137,16.0,2020-06-30 11:00,88,0,220,105,187,61,398,53
