count_id,count_date,location_name,latitude,longitude,leg_type,active_approaches,missing_approaches,north_present,east_present,south_present,west_present,total_vehicle_day_raw_derived,total_pedestrian_day_raw_derived,total_bike_day_raw_derived,summary_total_vehicle,summary_total_pedestrian,summary_total_bike,summary_count_duration_hr,summary_am_peak_start,summary_am_peak_vehicle,summary_pm_peak_start,summary_pm_peak_vehicle,is_most_recent_for_location
39337,2020-01-08,Erindale Ave / Broadview Ave / Broadview Subway Station Parkette Trl,43.6775208346087,-79.3586523529059,3_leg,"N,E,S",W,1,1,1,0,8071,3040,42,8071,3040,42,8R,2020-01-08T08:00:00,939,2020-01-08T16:30:00,1219,0
39339,2020-01-22,Islington Ave / Market Garden Mews,43.6229026262144,-79.5144458594849,3_leg,"N,E,S",W,1,1,1,0,19243,82,2,19243,82,2,8R,2020-01-22T08:00:00,2843,2020-01-22T16:00:00,2683,1
39341,2020-01-14,Indian Valley Cres / Indian Grv,43.6512003581722,-79.4570868491097,3_leg,"N,S,W",E,1,0,1,1,516,29,4,516,29,4,8R,2020-01-14T08:30:00,144,2020-01-14T14:00:00,55,1
39343,2020-01-15,St John's Rd / Brookside Ave,43.6614517348845,-79.4921372213205,3_leg,"N,E,W",S,1,1,0,1,864,450,5,864,450,5,8S,2020-01-15T08:00:00,231,2020-01-15T14:45:00,152,1
39471,2020-01-28,Lascelles Blvd / Gormley Ave,43.6942783903337,-79.3992065761766,3_leg,"N,E,W",S,1,1,0,1,328,146,3,328,146,3,8R,2020-01-28T08:15:00,51,2020-01-28T17:00:00,64,1
39473,2020-01-30,Wicksteed Ave / Leslie St,43.7128463763755,-79.3506191254911,4_leg,"N,E,S,W",,1,1,1,1,4540,64,4,4540,64,4,8R,2020-01-30T08:15:00,481,2020-01-30T16:15:00,757,1
39475,2020-02-05,Cheritan Ave / Duplex Ave,43.7227270014233,-79.4049457848502,4_leg,"N,E,S,W",,1,1,1,1,4272,396,16,4272,396,16,8S,2020-02-05T08:00:00,712,2020-02-05T16:30:00,699,0
39477,2020-01-15,Somerset Ave / Geary Ave,43.6711989427194,-79.4307588142145,3_leg,"N,E,W",S,1,1,0,1,1573,21,59,1573,21,59,8R,2020-01-15T08:30:00,281,2020-01-15T16:45:00,287,1
39479,2020-01-15,Geary Ave / Delaware Ave N,43.670949855184,-79.4319533703381,3_leg,"N,E,W",S,1,1,0,1,1565,145,65,1565,145,65,8R,2020-01-15T08:15:00,284,2020-01-15T16:45:00,278,1
39481,2020-01-15,Geary Ave / Westmoreland Ave N,43.670463251101,-79.434368184147,2_leg_EW,"E,W","N,S",0,1,0,1,2966,35,57,2966,35,57,8R,2020-01-15T08:15:00,550,2020-01-15T16:45:00,502,1
39483,2020-01-15,Geary Ave / Salem Ave N / Hydro Corridor,43.67021400876,-79.4355786457296,3_leg,"N,E,W",S,1,1,0,1,3008,41,56,3008,41,56,8R,2020-01-15T08:15:00,546,2020-01-15T16:45:00,512,1
39485,2020-01-15,Geary Ave / Bartlett Ave N,43.6699655999076,-79.4367894560363,4_leg,"N,E,S,W",,1,1,1,1,3434,442,54,3434,442,54,8R,2020-01-15T08:00:00,598,2020-01-15T16:45:00,593,1
39487,2020-01-15,Bristol Ave / Geary Ave,43.6697206492729,-79.4380436918511,3_leg,"N,E,W",S,1,1,0,1,3186,294,31,3186,294,31,8R,2020-01-15T08:00:00,584,2020-01-15T17:00:00,544,1
39489,2020-01-15,Lightbourn Ave / Geary Ave,43.6689796205375,-79.4423030287589,3_leg,"N,E,W",S,1,1,0,1,793,95,6,793,95,6,8R,2020-01-15T08:15:00,113,2020-01-15T16:30:00,146,1
39491,2020-01-15,Ossington Ave / Geary Ave,43.6714341642127,-79.4295926624469,4_leg,"N,E,S,W",,1,1,1,1,6680,264,55,6680,264,55,8R,2020-01-15T08:15:00,1095,2020-01-15T16:45:00,1001,0
39493,2020-01-15,Dovercourt Rd / Geary Ave,43.6707094705104,-79.4331514659318,4_leg,"N,E,S,W",,1,1,1,1,7043,408,79,7043,408,79,8R,2020-01-15T08:15:00,1185,2020-01-15T16:45:00,1074,1
39495,2020-01-15,Dufferin St / Geary Ave,43.6694244280439,-79.4394275664324,4_leg,"N,E,S,W",,1,1,1,1,14734,585,48,14734,585,48,8R,2020-01-15T08:00:00,2157,2020-01-15T17:00:00,2473,0
39655,2020-03-10,Weston Rd / John St,43.7006005259821,-79.5177904293,3_leg,"N,E,S",W,1,1,1,0,7388,1966,14,7388,1966,14,8R,2020-03-10T08:15:00,970,2020-03-10T17:00:00,1155,1
39555,2020-02-11,Cummer Ave / Fleming Dr,43.7940780066153,-79.3858861806395,3_leg,"N,E,W",S,1,1,0,1,4609,42,2,4609,42,2,8S,2020-02-11T08:00:00,713,2020-02-11T16:45:00,866,1
39557,2020-02-06,Bloor St W / Oakmount Rd,43.6541996708418,-79.4623409357521,3_leg,"N,E,W",S,1,1,0,1,10978,681,33,10978,681,33,8R,2020-02-06T08:00:00,1607,2020-02-06T16:45:00,1886,0
39559,2020-02-06,Paulson Rd / Trethewey Dr,43.6937073727401,-79.4822456243512,3_leg,"N,E,W",S,1,1,0,1,7998,120,1,7998,120,1,8R,2020-02-06T08:00:00,1215,2020-02-06T16:45:00,1365,0
39561,2020-02-06,Reiner Rd / Faywood Blvd,43.7497081690143,-79.4502559551657,4_leg,"N,E,S,W",,1,1,1,1,3534,89,0,3534,89,0,8R,2020-02-06T07:45:00,727,2020-02-06T16:15:00,649,1
39563,2020-02-11,Avenue Rd / Avenue Rd N / Hwy 401 Collectors E Avenue Rd Ramp / Hwy 401 Collectors E Busway,43.7412258014006,-79.4222201302703,3_leg,"N,S,W",E,1,0,1,1,25357,21,1,25357,21,1,8R,2020-02-11T07:45:00,3914,2020-02-11T16:30:00,3918,0
39567,2020-02-11,Dundas St W / Elizabeth St,43.6554122167551,-79.3851894884453,4_leg,"N,E,S,W",,1,1,1,1,10213,5810,472,10213,5810,472,8R,2020-02-11T08:00:00,1425,2020-02-11T17:00:00,1411,1
39575,2020-02-12,Arrow Rd / Deerhide Cres (North),43.749487873219,-79.532792354308,3_leg,"N,S,W",E,1,0,1,1,8463,49,3,8463,49,3,8R,2020-02-12T07:30:00,1135,2020-02-12T16:30:00,1357,1
39577,2020-01-22,Keele St / Irving Rd,43.6929951669868,-79.474508286214,3_leg,"N,S,W",E,1,0,1,1,8247,126,2,8247,126,2,8R,2020-01-22T08:15:00,1233,2020-01-22T17:00:00,1209,1
39581,2020-01-23,Quebec Ave / Annette St,43.66253228947,-79.4708346441224,4_leg,"N,E,S,W",,1,1,1,1,6780,842,130,6780,842,130,8S,2020-01-23T07:45:00,1131,2020-01-23T17:00:00,1072,1
39591,2020-02-11,Cecil St / Beverley St,43.6569639165242,-79.3951210587349,4_leg,"N,E,S,W",,1,1,1,1,5043,2573,810,5043,2573,810,8S,2020-02-11T08:30:00,725,2020-02-11T17:00:00,742,1
39597,2020-02-13,Don Mills Rd / Overlea Blvd / Gateway Blvd,43.7099964553998,-79.3343949847785,4_leg,"N,E,S,W",,1,1,1,1,28914,4297,2,28914,4297,2,8R,2020-02-13T08:15:00,4136,2020-02-13T17:00:00,4432,0
39599,2020-01-15,Replin Rd / Flemington Rd,43.7194858132015,-79.4439096019645,4_leg,"N,E,S,W",,1,1,1,1,2906,1033,11,2906,1033,11,8S,2020-01-15T08:15:00,420,2020-01-15T17:00:00,599,0
39603,2020-02-19,Queen St W / Dufferin St,43.6422176567709,-79.4286136839455,4_leg,"N,E,S,W",,1,1,1,1,14875,4295,207,14875,4295,207,8R,2020-02-19T08:15:00,2078,2020-02-19T17:00:00,2291,0
39605,2020-02-19,Peel Ave / Dufferin St,43.6437922308214,-79.4291925219744,3_leg,"N,E,S",W,1,1,1,0,8576,273,69,8576,273,69,8R,2020-02-19T08:30:00,1064,2020-02-19T17:00:00,1372,0
39607,2020-01-15,Finch Ave W / Arrow Rd / Signet Dr,43.7532996808539,-79.5362311664098,4_leg,"N,E,S,W",,1,1,1,1,31909,357,5,31909,357,5,8R,2020-01-15T07:30:00,4167,2020-01-15T16:00:00,4701,0
39609,2020-02-19,Don Roadway / DVP / Lake Shore Blvd E,43.650949407802,-79.3468906201078,4_leg,"N,E,S,W",,1,1,1,1,13650,88,179,13650,88,179,8R,2020-02-19T08:00:00,2114,2020-02-19T17:00:00,2113,0
39611,2020-02-13,Victoria Park Ave / Shale Ridge Crt / Musgrave St,43.6879445920331,-79.2870042830792,4_leg,"N,E,S,W",,1,1,1,1,12909,970,11,12909,970,11,8R,2020-02-13T08:15:00,1628,2020-02-13T17:00:00,2059,0
39613,2020-02-13,Gerrard St E / Leslie St,43.6698194739841,-79.3330534122939,4_leg,"N,E,S,W",,1,1,1,1,6791,1425,71,6791,1425,71,8S,2020-02-13T08:15:00,1174,2020-02-13T16:30:00,963,0
39615,2020-02-13,Hwy 401 Collectors E Leslie St Ramp / Hwy 401 Collectors E Ramp / Leslie N / Leslie St / Lesmill Rd,43.7637438584497,-79.3619192599108,4_leg,"N,E,S,W",,1,1,1,1,37880,111,2,37880,111,2,8R,2020-02-13T08:15:00,7293,2020-02-13T17:00:00,5701,0
39623,2020-01-23,Bloor St W / Kennedy Park Rd,43.6521283275136,-79.4717900139881,3_leg,"N,E,W",S,1,1,0,1,11824,1604,50,11824,1604,50,8S,2020-01-23T08:15:00,1661,2020-01-23T17:00:00,1949,1
39625,2020-01-15,Four Winds Dr / Columbia Gt,43.765271510418,-79.4936805764942,3_leg,"N,E,W",S,1,1,0,1,1860,104,15,1860,104,15,8R,2020-01-15T08:00:00,284,2020-01-15T16:30:00,321,0
39641,2020-02-11,Lismore Rd / Old Forest Hill Rd,43.6955944523684,-79.4110514591137,3_leg,"N,E,W",S,1,1,0,1,2068,29,12,2068,29,12,8R,2020-02-11T08:00:00,300,2020-02-11T16:00:00,336,1
39643,2020-01-23,Vine Ave / Mc Murray Ave,43.6665279350105,-79.4714615939787,3_leg,"N,E,S",W,1,1,1,0,730,95,3,730,95,3,8R,2020-01-23T08:15:00,108,2020-01-23T14:00:00,109,0
39645,2020-01-23,Pacific Ave / Vine Ave,43.6666136134895,-79.4686250413062,3_leg,"E,S,W",N,0,1,1,1,1810,745,20,1810,745,20,8R,2020-01-23T08:15:00,281,2020-01-23T14:00:00,278,1
39647,2020-02-13,Woodbine Ave / Lumsden Ave / Mortimer Ave,43.6928050391748,-79.3158555001513,4_leg,"N,E,S,W",,1,1,1,1,14629,724,25,14629,724,25,8R,2020-02-13T07:45:00,1936,2020-02-13T16:30:00,2493,0
39657,2020-03-10,Lawrence Ave W / South Station St,43.7003548421998,-79.5153239757497,4_leg,"N,E,S,W",,1,1,1,1,10833,592,6,10833,592,6,8R,2020-03-10T08:15:00,1624,2020-03-10T16:30:00,1673,0
39661,2020-02-05,Finch Ave W / Glenborough Park Cres (East),43.7759554329635,-79.4327292648936,3_leg,"N,E,W",S,1,1,0,1,16135,100,2,16135,100,2,8R,2020-02-05T07:30:00,2365,2020-02-05T16:45:00,2523,1
39687,2020-02-06,Dufferin St / Wallace Ave,43.663839132338,-79.437023226046,3_leg,"N,S,W",E,1,0,1,1,12285,535,24,12285,535,24,8R,2020-02-06T08:00:00,1575,2020-02-06T16:45:00,1964,0
39689,2020-06-04,Gerrard St E / River St,43.6637074617658,-79.3592449540766,4_leg,"N,E,S,W",,1,1,1,1,10802,1445,1108,10802,1445,1108,8R,2020-06-04T08:15:00,1244,2020-06-04T16:15:00,1746,0
39691,2020-06-03,Gerrard St E / River St,43.6637074617658,-79.3592449540766,4_leg,"N,E,S,W",,1,1,1,1,10721,1331,800,10721,1331,800,8R,2020-06-03T08:15:00,1156,2020-06-03T16:15:00,1697,0
39693,2020-06-03,Queen St E / River St,43.6573629392567,-79.3565247548089,4_leg,"N,E,S,W",,1,1,1,1,5432,1516,753,5432,1516,753,8R,2020-06-03T08:00:00,526,2020-06-03T16:15:00,870,0
39695,2020-06-04,Queen St E / River St,43.6573629392567,-79.3565247548089,4_leg,"N,E,S,W",,1,1,1,1,5328,1474,987,5328,1474,987,8R,2020-06-04T08:30:00,511,2020-06-04T16:30:00,833,0
39697,2020-06-03,Queen St E / Broadview Ave,43.6588697433208,-79.3498290882523,4_leg,"N,E,S,W",,1,1,1,1,6591,3117,463,6591,3117,463,8R,2020-06-03T08:30:00,657,2020-06-03T16:15:00,997,0
39699,2020-06-04,Queen St E / Broadview Ave,43.6588697433208,-79.3498290882523,4_leg,"N,E,S,W",,1,1,1,1,6572,3399,389,6572,3399,389,8R,2020-06-04T08:30:00,685,2020-06-04T17:00:00,1024,0
39701,2020-06-03,Dundas St E / River St,43.6611980081027,-79.3581624400311,4_leg,"N,E,S,W",,1,1,1,1,11097,1329,844,11097,1329,844,8R,2020-06-03T08:00:00,1155,2020-06-03T16:15:00,1805,0
39703,2020-06-04,Dundas St E / River St,43.6611980081027,-79.3581624400311,4_leg,"N,E,S,W",,1,1,1,1,10961,1474,1188,10961,1474,1188,8R,2020-06-04T07:45:00,1268,2020-06-04T16:15:00,1691,0
39705,2020-06-03,Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,4_leg,"N,E,S,W",,1,1,1,1,8403,1356,748,8403,1356,748,8R,2020-06-03T08:00:00,852,2020-06-03T16:00:00,1299,0
39707,2020-06-04,Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,4_leg,"N,E,S,W",,1,1,1,1,8172,1644,818,8172,1644,818,8R,2020-06-04T08:30:00,848,2020-06-04T17:00:00,1287,0
39709,2020-02-05,Sewells Rd / Hupfield Trl / Fawcett Trl,43.8145920312339,-79.2131926210994,4_leg,"N,E,S,W",,1,1,1,1,3119,91,2,3119,91,2,8S,2020-02-05T08:00:00,605,2020-02-05T16:30:00,510,0
39715,2020-02-06,Winona Dr / Mulberry Cres,43.6878179426864,-79.434938801662,2_leg_other,"N,W","E,S",1,0,0,1,900,243,1,900,243,1,8R,2020-02-06T07:45:00,135,2020-02-06T17:00:00,150,1
39717,2020-02-06,Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,3_leg,"E,S,W",N,0,1,1,1,8181,1457,185,8181,1457,185,8S,2020-02-06T07:45:00,1071,2020-02-06T17:00:00,1122,0
39723,2020-02-06,Bloor St W / Gladstone Ave (East),43.660198780947,-79.4338181201617,4_leg,"N,E,S,W",,1,1,1,1,9236,2571,115,9236,2571,115,8S,2020-02-06T07:45:00,1409,2020-02-06T17:00:00,1305,0
39727,2020-02-06,Bathurst St / Saranac Blvd,43.7230759931259,-79.4306624057805,3_leg,"N,S,W",E,1,0,1,1,17363,342,3,17363,342,3,8R,2020-02-06T07:30:00,4516,2020-02-06T16:00:00,2153,1
39729,2020-03-11,Wilson Ave / Bathurst St,43.7373545066246,-79.4340053640963,4_leg,"N,E,S,W",,1,1,1,1,28497,4649,18,28497,4649,18,8S,2020-03-11T08:15:00,3847,2020-03-11T17:00:00,4054,0
39745,2020-02-11,Davenport Rd / Belmont St / New St,43.6747097416139,-79.3929234700231,4_leg,"N,E,S,W",,1,1,1,1,17908,1303,248,17908,1303,248,8R,2020-02-11T08:15:00,2422,2020-02-11T17:00:00,2500,0
39747,2020-01-22,Rogers Rd / Scott Rd,43.6823239896556,-79.4691460222173,2_leg_EW,"E,W","N,S",0,1,0,1,11141,545,30,11141,545,30,8R,2020-01-22T08:00:00,1647,2020-01-22T17:00:00,1712,1
39751,2020-06-03,Eglinton Ave E / Midland Ave,43.7345306885802,-79.2581043075558,4_leg,"N,E,S,W",,1,1,1,1,13216,1035,48,13216,1035,48,8R,2020-06-03T08:30:00,1133,2020-06-03T16:15:00,2221,0
39753,2020-06-03,Danforth Rd / Eglinton Ave E,43.7370972916531,-79.2461640653853,4_leg,"N,E,S,W",,1,1,1,1,17485,1290,35,17485,1290,35,8R,2020-06-03T08:30:00,1489,2020-06-03T16:30:00,2904,0
39755,2020-06-03,Eglinton Ave E / McCowan Rd,43.738853081911,-79.238361641913,4_leg,"N,E,S,W",,1,1,1,1,13355,908,66,13355,908,66,8R,2020-06-03T08:30:00,1133,2020-06-03T16:30:00,2145,0
39757,2020-06-03,Sheppard Ave W / Faywood Blvd / Wilmington Ave,43.7526883773162,-79.4519185815857,4_leg,"N,E,S,W",,1,1,1,1,13032,499,133,13032,499,133,8R,2020-06-03T08:30:00,1250,2020-06-03T17:00:00,2046,0
39759,2020-06-02,Wilmington Ave / Overbrook Pl,43.7628367944488,-79.4569216361381,4_leg,"N,E,S,W",,1,1,1,1,3151,302,187,3151,302,187,8R,2020-06-02T08:30:00,304,2020-06-02T17:00:00,534,0
39763,2020-03-12,Runnymede Rd / Ryding Ave (West),43.6679285857657,-79.4830887100834,4_leg,"N,E,S,W",,1,1,1,1,10215,394,98,10215,394,98,8R,2020-03-12T08:00:00,1366,2020-03-12T16:45:00,1640,1
39765,2020-03-03,Westhumber Blvd / Amoro Dr,43.7271221578331,-79.5784861897959,3_leg,"E,S,W",N,0,1,1,1,3361,153,6,3361,153,6,8S,2020-03-03T08:15:00,590,2020-03-03T14:45:00,566,1
39791,2020-02-12,Floyd Ave / Logan Ave,43.6864428186478,-79.352526827067,2_leg_other,"S,W","N,E",0,0,1,1,845,11,12,845,11,12,8S,2020-02-12T08:00:00,88,2020-02-12T17:00:00,174,1
39793,2020-05-28,Danforth Ave / Broadview Ave,43.6762023325774,-79.3588725672342,4_leg,"N,E,S,W",,1,1,1,1,14823,2945,717,14823,2945,717,8R,2020-05-28T08:30:00,1576,2020-05-28T16:30:00,2265,0
39795,2020-05-29,Danforth Ave / Broadview Ave,43.6762023325774,-79.3588725672342,4_leg,"N,E,S,W",,1,1,1,1,15439,3881,768,15439,3881,768,8R,2020-05-29T08:15:00,1506,2020-05-29T16:00:00,2508,0
39797,2020-02-11,Madison Ave / Macpherson Ave,43.6761221369325,-79.4063298357469,3_leg,"N,E,W",S,1,1,0,1,1070,211,24,1070,211,24,8S,2020-02-11T08:00:00,181,2020-02-11T14:45:00,211,1
39799,2020-05-28,Danforth Ave / Logan Ave,43.6779922064885,-79.3496776491616,3_leg,"E,S,W",N,0,1,1,1,9373,2264,526,9373,2264,526,8R,2020-05-28T08:30:00,996,2020-05-28T16:45:00,1412,0
39801,2020-05-29,Danforth Ave / Logan Ave,43.6779922064885,-79.3496776491616,3_leg,"E,S,W",N,0,1,1,1,9677,3209,677,9677,3209,677,8R,2020-05-29T08:30:00,961,2020-05-29T16:30:00,1535,0
39803,2020-05-28,Pape Ave / Danforth Ave,43.6789519744257,-79.3448427955269,4_leg,"N,E,S,W",,1,1,1,1,12480,3769,465,12480,3769,465,8R,2020-05-28T08:30:00,1308,2020-05-28T16:45:00,1802,0
39805,2020-05-29,Pape Ave / Danforth Ave,43.6789519744257,-79.3448427955269,4_leg,"N,E,S,W",,1,1,1,1,14303,4858,552,14303,4858,552,8R,2020-05-29T08:30:00,1395,2020-05-29T14:00:00,2815,0
39807,2020-05-28,Danforth Ave / Jones Ave,43.6798746270727,-79.3401779386932,3_leg,"E,S,W",N,0,1,1,1,11295,1047,424,11295,1047,424,8R,2020-05-28T08:30:00,1245,2020-05-28T16:30:00,1671,0
39809,2020-05-29,Danforth Ave / Jones Ave,43.6798746270727,-79.3401779386932,3_leg,"E,S,W",N,0,1,1,1,11932,1286,537,11932,1286,537,8R,2020-05-29T08:30:00,1242,2020-05-29T16:00:00,1814,0
39811,2020-05-28,Danforth Ave / Donlands Ave,43.6804219194836,-79.3373154734821,3_leg,"N,E,W",S,1,1,0,1,11678,754,277,11678,754,277,8R,2020-05-28T08:30:00,1249,2020-05-28T16:30:00,1752,0
39813,2020-05-29,Danforth Ave / Donlands Ave,43.6804219194836,-79.3373154734821,3_leg,"N,E,W",S,1,1,0,1,12355,1131,420,12355,1131,420,8R,2020-05-29T08:30:00,1272,2020-05-29T16:15:00,1948,0
39815,2020-05-28,Danforth Ave / Greenwood Ave,43.68146206447,-79.332373921666,4_leg,"N,E,S,W",,1,1,1,1,12745,1486,388,12745,1486,388,8R,2020-05-28T08:30:00,1330,2020-05-28T16:15:00,1916,0
39767,2020-03-05,Brimley Rd / St Andrews Rd / Applefield Dr,43.7621114185793,-79.2583598231106,4_leg,"N,E,S,W",,1,1,1,1,10755,101,3,10755,101,3,8R,2020-03-05T08:30:00,1756,2020-03-05T17:00:00,2115,0
39769,2020-02-18,Ashtonbee Rd / Thermos Rd,43.7321129630575,-79.2824098015945,4_leg,"N,E,S,W",,1,1,1,1,8686,78,0,8686,78,0,8R,2020-02-18T08:00:00,968,2020-02-18T16:30:00,1413,1
39771,2020-02-25,Westhumber Blvd / Delsing Dr,43.72681829866,-79.5833000036704,3_leg,"E,S,W",N,0,1,1,1,3791,84,2,3791,84,2,8S,2020-02-25T08:15:00,713,2020-02-25T16:00:00,614,1
39773,2020-03-04,Brimwood Blvd / Sandhurst Crcl,43.8109567216209,-79.2709756343759,4_leg,"N,E,S,W",,1,1,1,1,6007,698,6,6007,698,6,8S,2020-03-04T08:00:00,1110,2020-03-04T14:45:00,1053,0
39775,2020-03-11,Scarborough Golf Club Rd / Bankwell Ave / Slan Ave,43.7732636699038,-79.2200726425321,4_leg,"N,E,S,W",,1,1,1,1,5835,90,2,5835,90,2,8R,2020-03-11T08:00:00,979,2020-03-11T16:00:00,826,0
39777,2020-03-12,Beechborough Ave / Glenhaven St,43.6952731589308,-79.4706747992994,4_leg,"N,E,S,W",,1,1,1,1,4035,67,14,4035,67,14,8R,2020-03-12T08:15:00,583,2020-03-12T16:45:00,735,1
39781,2020-06-03,Bayview Ave / River St,43.6658688964338,-79.3573549828705,3_leg,"N,S,W",E,1,0,1,1,8791,12,480,8791,12,480,8R,2020-06-03T08:30:00,1001,2020-06-03T16:00:00,1477,0
39843,2020-05-28,Danforth Ave / Dawes Rd,43.6893017300594,-79.2967909079414,4_leg,"N,E,S,W",,1,1,1,1,12078,2197,181,12078,2197,181,8R,2020-05-28T08:30:00,1164,2020-05-28T16:45:00,1924,0
39845,2020-05-29,Danforth Ave / Dawes Rd,43.6893017300594,-79.2967909079414,4_leg,"N,E,S,W",,1,1,1,1,12703,2989,236,12703,2989,236,8R,2020-05-29T08:30:00,1125,2020-05-29T16:00:00,2074,0
39847,2020-05-28,Danforth Ave / Victoria Park Ave,43.6912323377323,-79.2883586076965,4_leg,"N,E,S,W",,1,1,1,1,17815,2579,167,17815,2579,167,8R,2020-05-28T08:30:00,1591,2020-05-28T16:45:00,2762,0
39849,2020-05-29,Danforth Ave / Victoria Park Ave,43.6912323377323,-79.2883586076965,4_leg,"N,E,S,W",,1,1,1,1,18991,3478,264,18991,3478,264,8R,2020-05-29T08:30:00,1727,2020-05-29T16:00:00,3078,0
39851,2020-06-04,Broadview Ave / O'Connor Dr,43.6921582704136,-79.3557405312952,3_leg,"N,E,W",S,1,1,0,1,5123,261,283,5123,261,283,8R,2020-06-04T07:30:00,482,2020-06-04T16:00:00,886,0
39853,2020-06-05,Broadview Ave / O'Connor Dr,43.6921582704136,-79.3557405312952,3_leg,"N,E,W",S,1,1,0,1,5275,244,236,5275,244,236,8R,2020-06-05T08:00:00,474,2020-06-05T16:30:00,912,0
39817,2020-05-29,Danforth Ave / Greenwood Ave,43.68146206447,-79.332373921666,4_leg,"N,E,S,W",,1,1,1,1,13192,1950,487,13192,1950,487,8R,2020-05-29T08:30:00,1323,2020-05-29T16:15:00,2129,0
39819,2020-05-28,Danforth Ave / Coxwell Ave,43.6833660026581,-79.3236391763617,4_leg,"N,E,S,W",,1,1,1,1,13867,2343,335,13867,2343,335,8R,2020-05-28T08:30:00,1416,2020-05-28T16:15:00,2039,0
39821,2020-05-29,Danforth Ave / Coxwell Ave,43.6833660026581,-79.3236391763617,4_leg,"N,E,S,W",,1,1,1,1,14549,2280,387,14549,2280,387,8R,2020-05-29T08:30:00,1528,2020-05-29T16:00:00,2223,0
39823,2020-05-28,Woodbine Ave / Danforth Ave,43.6856848129056,-79.3127789581771,4_leg,"N,E,S,W",,1,1,1,1,16535,2455,309,16535,2455,309,8R,2020-05-28T08:15:00,1697,2020-05-28T16:30:00,2452,0
39825,2020-05-29,Woodbine Ave / Danforth Ave,43.6856848129056,-79.3127789581771,4_leg,"N,E,S,W",,1,1,1,1,17033,3193,444,17033,3193,444,8R,2020-05-29T08:30:00,1684,2020-05-29T16:00:00,2627,0
39827,2020-05-28,Danforth Ave / Main St,43.6881452806703,-79.3018314999925,4_leg,"N,E,S,W",,1,1,1,1,14649,3120,251,14649,3120,251,8R,2020-05-28T08:30:00,1479,2020-05-28T16:30:00,2190,0
39829,2020-05-29,Danforth Ave / Main St,43.6881452806703,-79.3018314999925,4_leg,"N,E,S,W",,1,1,1,1,15819,3910,357,15819,3910,357,8R,2020-05-29T08:30:00,1438,2020-05-29T16:15:00,2556,0
39831,2020-07-02,Westview Blvd / Dohme Ave,43.7100777056932,-79.3079009847075,3_leg,"N,E,W",S,1,1,0,1,577,64,44,577,64,44,8R,2020-07-02T08:30:00,4,2020-07-02T17:00:00,111,1
39833,2020-07-09,Westview Blvd / Joanith Dr,43.706823270643,-79.310294032592,3_leg,"N,E,S",W,1,1,1,0,256,45,16,256,45,16,8R,2020-07-09T07:30:00,17,2020-07-09T17:00:00,54,1
39835,2020-06-16,Sammon Ave / Dewhurst Blvd N / Aldwych Park Trl,43.6854834234097,-79.341444767716,3_leg,"N,E,W",S,1,1,0,1,427,133,137,427,133,137,8R,2020-06-16T08:30:00,38,2020-06-16T17:00:00,74,0
39897,2020-06-11,Bay St / Bloor St W,43.6697057879646,-79.3894814610709,4_leg,"N,E,S,W",,1,1,1,1,14334,12714,1581,14334,12714,1581,8R,2020-06-11T08:30:00,1652,2020-06-11T16:00:00,2088,0
39783,2020-06-04,Bayview Ave / River St,43.6658688964338,-79.3573549828705,3_leg,"N,S,W",E,1,0,1,1,9104,3,459,9104,3,459,8R,2020-06-04T08:30:00,1056,2020-06-04T16:00:00,1475,0
39785,2020-06-03,Bayview Ave / Rosedale Valley Rd / Bayview Multi-Use Trail / Rosedale Valley Trl,43.670197700066,-79.3601523943113,3_leg,"N,S,W",E,1,0,1,1,15832,76,354,15832,76,354,8R,2020-06-03T08:15:00,1866,2020-06-03T16:15:00,2548,0
39789,2020-01-22,Jane St / Cornell Ave / Goldwin Ave,43.6892796540579,-79.5003816014409,4_leg,"N,E,S,W",,1,1,1,1,13630,170,7,13630,170,7,8R,2020-01-22T08:00:00,2140,2020-01-22T16:30:00,2049,1
39787,2020-06-04,Bayview Ave / Rosedale Valley Rd / Bayview Multi-Use Trail / Rosedale Valley Trl,43.670197700066,-79.3601523943113,3_leg,"N,S,W",E,1,0,1,1,16043,105,488,16043,105,488,8R,2020-06-04T08:15:00,2023,2020-06-04T16:00:00,2500,0
39895,2020-02-11,Spadina Rd / Castle View Ave,43.6795424851773,-79.408993903692,2_leg_NS,"N,S","E,W",1,0,1,0,6436,73,35,6436,73,35,8R,2020-02-11T07:45:00,989,2020-02-11T16:45:00,851,1
39899,2020-06-09,Bay St / Bloor St W,43.6697057879646,-79.3894814610709,4_leg,"N,E,S,W",,1,1,1,1,14814,14767,1994,14814,14767,1994,8R,2020-06-09T08:30:00,1625,2020-06-09T16:45:00,2199,0
39855,2020-05-28,O'Connor Dr / Coxwell Blvd / Coxwell Ave,43.6977673216365,-79.3294898810693,4_leg,"N,E,S,W",,1,1,1,1,18415,264,52,18415,264,52,8R,2020-05-28T07:45:00,2003,2020-05-28T14:00:00,2571,0
39857,2020-05-29,O'Connor Dr / Coxwell Blvd / Coxwell Ave,43.6977673216365,-79.3294898810693,4_leg,"N,E,S,W",,1,1,1,1,19678,300,70,19678,300,70,8R,2020-05-29T08:30:00,1976,2020-05-29T14:00:00,2908,0
